area,week_no,date,events,weekly_total,weekly_total_pc
Waterford County,20,2020-05-13,Full Restrictions,93282,57.889690481731435
Waterford County,21,2020-05-20,Phase 1,108713,67.46598401985881
Waterford County,22,2020-05-27,Phase 1,96663,59.98789853386083
Waterford County,23,2020-06-03,Phase 1,123995,76.9498099449228
Waterford County,24,2020-06-10,Phase 2,139906,86.82398572647584
Waterford County,25,2020-06-17,Phase 2,144625,89.75254053215421
Waterford County,26,2020-06-24,Phase 2,130673,81.09409665658211
Waterford County,27,2020-07-01,Phase 3,141404,87.75362656116671
Waterford County,28,2020-07-08,Phase 3,149209,92.59731595686912
Waterford County,29,2020-07-15,Phase 3,161832,100.43099837095649
Waterford County,30,2020-07-22,Phase 3,159426,98.93786362578543
Waterford County,31,2020-07-29,Phase 3,156710,97.25234659840199
Waterford County,32,2020-08-05,Phase 3,204232,126.74392987355519
Waterford County,33,2020-08-12,Phase 3,198122,122.95213714994956
Waterford County,34,2020-08-19,Phase 3,183435,113.83756108913194
Waterford County,35,2020-08-26,Phase 3,176909,109.78760375455745
Waterford County,36,2020-09-02,Phase 3,254511,157.94647428438446
Waterford County,37,2020-09-09,Phase 3,248531,154.23535800170663
Waterford County,38,2020-09-16,Phase 3,253856,157.5399891397099
Waterford County,39,2020-09-23,Phase 3,237411,147.3344193623458
Waterford County,46,2020-11-12,Level 5,142450,88.40276161663175
Waterford County,47,2020-11-18,Level 5,27302,16.943293770847877
Westmeath County,6,2020-02-05,Pre-restrictions,1316175,110.57218538372939
Westmeath County,7,2020-02-12,Pre-restrictions,1340808,112.64160977072764
Westmeath County,8,2020-02-19,Pre-restrictions,1443102,121.23535386375724
Westmeath County,9,2020-02-26,Pre-restrictions,1216762,102.22047480910771
Westmeath County,10,2020-03-04,Pre-restrictions,1357402,114.03567579101947
Westmeath County,11,2020-03-11,Pre-restrictions,983317,82.60870295741269
Westmeath County,12,2020-03-18,School Shutdown,772366,64.88665757675807
Westmeath County,13,2020-03-25,School Shutdown,477212,40.0906974614624
Westmeath County,14,2020-04-01,Full Restrictions,386951,32.50784865722223
Westmeath County,15,2020-04-08,Full Restrictions,331523,27.85132874805411
Westmeath County,16,2020-04-15,Full Restrictions,405703,34.08320878814381
Westmeath County,17,2020-04-22,Full Restrictions,428462,35.99519797434495
Westmeath County,18,2020-04-29,Full Restrictions,342175,28.74620588727001
Westmeath County,19,2020-05-06,Full Restrictions,527675,44.33010649978871
Westmeath County,20,2020-05-13,Full Restrictions,605482,50.866691701719944
Westmeath County,21,2020-05-20,Phase 1,727588,61.12484678631406
Westmeath County,22,2020-05-27,Phase 1,656384,55.14298123799178
Westmeath County,23,2020-06-03,Phase 1,790161,66.38161990236328
Westmeath County,24,2020-06-10,Phase 2,879758,73.90868590333277
Westmeath County,25,2020-06-17,Phase 2,938879,78.87545565057114
Westmeath County,26,2020-06-24,Phase 2,858098,72.08902397736428
Westmeath County,27,2020-07-01,Phase 3,1149534,96.57263399844244
Westmeath County,28,2020-07-08,Phase 3,1193706,100.28353457987735
Westmeath County,29,2020-07-15,Phase 3,1235676,103.80944459986341
Westmeath County,30,2020-07-22,Phase 3,1246191,104.69281233539243
Westmeath County,31,2020-07-29,Phase 3,1104818,92.816031843243607
Westmeath County,32,2020-08-05,Phase 3,1295442,108.83040095570055
Westmeath County,33,2020-08-12,Phase 3,1274977,107.11113127357012
Westmeath County,34,2020-08-19,Phase 3,1275013,107.11415564242215
Westmeath County,35,2020-08-26,Phase 3,1088754,91.46649125327325
Westmeath County,36,2020-09-02,Phase 3,1183094,99.39201785049706
Westmeath County,37,2020-09-09,Phase 3,1205364,101.26292602645819
Westmeath County,38,2020-09-16,Phase 3,1163434,97.74037641630773
Westmeath County,39,2020-09-23,Phase 3,1111776,93.40057513414337
Westmeath County,46,2020-11-12,Level 5,743058,62.424485290225995
Westmeath County,47,2020-11-18,Level 5,132992,11.172690621348181
Wexford County,6,2020-02-05,Pre-restrictions,397999,111.97967479388866
Wexford County,7,2020-02-12,Pre-restrictions,406275,114.30818262580335
Wexford County,8,2020-02-19,Pre-restrictions,421786,118.6723059922641
Wexford County,9,2020-02-26,Pre-restrictions,370894,104.35350215202686
Wexford County,10,2020-03-04,Pre-restrictions,422255,118.80426227225055
Wexford County,11,2020-03-11,Pre-restrictions,330157,92.89187533367142
Wexford County,12,2020-03-18,School Shutdown,277949,78.20280611078559
Wexford County,13,2020-03-25,School Shutdown,169515,47.69417654990599
Wexford County,14,2020-04-01,Full Restrictions,138521,38.97380780384938
Wexford County,15,2020-04-08,Full Restrictions,116526,32.78536776482521
Wexford County,16,2020-04-15,Full Restrictions,140134,39.427636118600276
Wexford County,17,2020-04-22,Full Restrictions,146552,41.233383250696534
Wexford County,18,2020-04-29,Full Restrictions,113297,31.87686706530218
Wexford County,19,2020-05-06,Full Restrictions,171035,48.12183869399859
Wexford County,20,2020-05-13,Full Restrictions,199164,56.036120569775406
Wexford County,21,2020-05-20,Phase 1,237906,66.9364408240093
Wexford County,22,2020-05-27,Phase 1,214854,60.450606780836516
Wexford County,23,2020-06-03,Phase 1,279304,78.58404440371025
Wexford County,24,2020-06-10,Phase 2,314128,88.38200921021071
Wexford County,25,2020-06-17,Phase 2,329240,92.63387126384714
Wexford County,26,2020-06-24,Phase 2,303772,85.46827949690613
Wexford County,27,2020-07-01,Phase 3,405829,114.18269754931303
Wexford County,28,2020-07-08,Phase 3,388024,109.17314197328096
Wexford County,29,2020-07-15,Phase 3,405020,113.95508000025323
Wexford County,30,2020-07-22,Phase 3,399491,112.39945895111639
Wexford County,31,2020-07-29,Phase 3,252061,70.91904454087164
Wexford County,32,2020-08-05,Phase 3,243979,68.64511990366347
Wexford County,33,2020-08-12,Phase 3,283771,79.84086466532976
Wexford County,34,2020-08-19,Phase 3,266500,74.98155355307759
Wexford County,35,2020-08-26,Phase 3,247310,69.58231898390851
Wexford County,36,2020-09-02,Phase 3,373592,105.11260245779121
Wexford County,37,2020-09-09,Phase 3,373514,105.0906566372391
Wexford County,38,2020-09-16,Phase 3,369542,103.97310792912344
Wexford County,39,2020-09-23,Phase 3,351929,99.01757283445043
Wexford County,46,2020-11-12,Level 5,225725,63.50923518111984
Wexford County,47,2020-11-18,Level 5,44698,12.576080603059895
Wicklow County,6,2020-02-05,Pre-restrictions,1129975,112.56300679377603
Wicklow County,7,2020-02-12,Pre-restrictions,1144867,114.04648058494213
Wicklow County,8,2020-02-19,Pre-restrictions,1190181,118.5604566373797
Wicklow County,9,2020-02-26,Pre-restrictions,1036588,103.26021556790788
Wicklow County,10,2020-03-04,Pre-restrictions,1184346,117.97920028689259
Wicklow County,11,2020-03-11,Pre-restrictions,928592,92.50214173291096
Wicklow County,12,2020-03-18,School Shutdown,800389,79.73113780806088
Wicklow County,13,2020-03-25,School Shutdown,452853,45.11117088040165
Wicklow County,14,2020-04-01,Full Restrictions,327498,32.62387185464108
Wicklow County,15,2020-04-08,Full Restrictions,264415,26.339828262905186
Wicklow County,16,2020-04-15,Full Restrictions,333512,33.222959376805534
Wicklow County,17,2020-04-22,Full Restrictions,357970,35.65935489012412
Wicklow County,18,2020-04-29,Full Restrictions,266887,26.58607773992389
Wicklow County,19,2020-05-06,Full Restrictions,418331,41.6722451337836
Wicklow County,20,2020-05-13,Full Restrictions,503924,50.19863327555635
Wicklow County,21,2020-05-20,Phase 1,640604,63.814077660231504
Wicklow County,22,2020-05-27,Phase 1,586355,58.4100372561911
Wicklow County,23,2020-06-03,Phase 1,757095,75.41838503376965
Wicklow County,24,2020-06-10,Phase 2,869714,86.63698125236586
Wicklow County,25,2020-06-17,Phase 2,926839,92.32751578905425
Wicklow County,26,2020-06-24,Phase 2,871186,86.78361524515371
Wicklow County,27,2020-07-01,Phase 3,1184393,117.98388221465143
Wicklow County,28,2020-07-08,Phase 3,1223051,121.83481760404837
Wicklow County,29,2020-07-15,Phase 3,1275897,127.09909748371287
Wicklow County,30,2020-07-22,Phase 3,1247305,124.25089155858386
Wicklow County,31,2020-07-29,Phase 3,1054843,105.07869623254238
Wicklow County,32,2020-08-05,Phase 3,1296905,129.19181957643497
Wicklow County,33,2020-08-12,Phase 3,1267187,126.231446616062
Wicklow County,34,2020-08-19,Phase 3,1186810,118.22465284003745
Wicklow County,35,2020-08-26,Phase 3,1024369,102.04301396609088
Wicklow County,36,2020-09-02,Phase 3,1167965,116.34739903970672
Wicklow County,37,2020-09-09,Phase 3,1192360,118.7775187775188
Wicklow County,38,2020-09-16,Phase 3,1089274,108.50855697009543
Wicklow County,39,2020-09-23,Phase 3,1011131,100.72430418584264
Wicklow County,46,2020-11-12,Level 5,676830,67.42274819197897
Wicklow County,47,2020-11-18,Level 5,137512,13.698324467555237
